,ID,Cond,Sex,Age,Pol,TotCor,variable,value,type,AgeGroup
691,A1NMKXK04PZ6KK,Training Video,male,39.0,Middle of the road,3,Cor03,0,fake,35 to 49
692,AIPHJXQEDNW9L,Condition,male,30.0,Middle of the road,14,Cor03,1,fake,25 to 34
693,AP7BOM5KUH8KV,Condition,male,31.0,Very liberal,13,Cor03,1,fake,25 to 34
694,A1OQIXAU1SEJ4P,Training Game,female,32.0,Very liberal,9,Cor03,1,fake,25 to 34
695,A27SMEOPKV84VI,Training Video,female,37.0,Somewhat conservative,12,Cor03,1,fake,35 to 49
696,AJWES6SFIP3AT,Training Game,male,36.0,Somewhat liberal,11,Cor03,0,fake,35 to 49
697,A2HG1N3BVQO6I,Training Game,female,57.0,Somewhat conservative,8,Cor03,0,fake,50 and over
698,A3VP27UUQ34OXK,Training Video,female,56.0,Somewhat liberal,4,Cor03,1,fake,50 and over
699,A38DC3BG1ZCVZ2,Training Video,female,34.0,Middle of the road,7,Cor03,1,fake,25 to 34
700,A1MTRZDRKNB9GV,Condition,female,57.0,Somewhat conservative,8,Cor03,0,fake,50 and over
701,A1P6OXEJ86HQRM,Training Game,male,37.0,Very liberal,9,Cor03,1,fake,35 to 49
702,A20PV3RB3I0W8S,Condition,male,29.0,Somewhat conservative,6,Cor03,0,fake,25 to 34
703,A87D3K9YVKTQ7,Training Video,female,36.0,Somewhat liberal,3,Cor03,0,fake,35 to 49
704,A272A0JGRTBFCR,Training Video,male,37.0,Somewhat conservative,5,Cor03,0,fake,35 to 49
705,A2S75O867RJG0I,Training Video,male,24.0,Somewhat conservative,8,Cor03,1,fake,18 to 24
706,AVPKE76DJLWK6,Training Video,male,37.0,Somewhat liberal,8,Cor03,0,fake,35 to 49
707,A3GIIL73GE2CBQ,Training Game,male,33.0,Very liberal,14,Cor03,1,fake,25 to 34
708,A1CFMY4CEYOM8Y,Condition,male,40.0,Very liberal,3,Cor03,0,fake,35 to 49
709,A667L63P4M8NO,Training Game,female,37.0,Very liberal,8,Cor03,0,fake,35 to 49
710,A1XO6ONCCTBMKW,Training Game,male,27.0,Somewhat conservative,1,Cor03,0,fake,25 to 34
711,A2W3A42TRMJ861,Training Game,female,58.0,Somewhat liberal,13,Cor03,1,fake,50 and over
712,A11S8IAAVDXCUS,Training Video,female,29.0,I do not have a political affiliatione,4,Cor03,1,fake,25 to 34
713,AJNQ2PBD07FKE,Training Video,female,32.0,Middle of the road,7,Cor03,0,fake,25 to 34
714,A3TUMZ954ORSUC,Training Video,female,30.0,Very liberal,0,Cor03,0,fake,25 to 34
715,A30RAYNDOWQ61S,Condition,male,56.0,Somewhat conservative,11,Cor03,0,fake,50 and over
716,ASB8T0H7L99RF,Condition,male,31.0,Middle of the road,9,Cor03,1,fake,25 to 34
717,A3O7X46E3REM7I,Training Game,male,32.0,Somewhat liberal,10,Cor03,0,fake,25 to 34
718,A3RQN5RZD1N2KP,Condition,female,46.0,Middle of the road,9,Cor03,1,fake,35 to 49
719,AB66CTVQ90RCV,Training Video,female,29.0,Very liberal,8,Cor03,0,fake,25 to 34
720,A299J4PKHAEU9H,Training Video,female,29.0,Very Conservative,4,Cor03,0,fake,25 to 34
721,AL6TUFYAMT6U4,Training Game,male,26.0,Very Conservative,3,Cor03,1,fake,25 to 34
722,AFU00NU09CFXE,Condition,female,45.0,Very liberal,4,Cor03,0,fake,35 to 49
723,A1V1JNPU0KOA3X,Training Game,male,53.0,Somewhat liberal,11,Cor03,0,fake,50 and over
724,A3HOBJ4PJUOCUN,Training Game,female,59.0,Middle of the road,7,Cor03,1,fake,50 and over
725,A35D31QHYQUF9V,Condition,male,35.0,Middle of the road,10,Cor03,1,fake,35 to 49
726,A3LA5P3N3KI8U7,Training Video,female,34.0,Very liberal,7,Cor03,0,fake,25 to 34
727,A35T6IAX6MHNHC,Training Game,male,28.0,Somewhat conservative,5,Cor03,0,fake,25 to 34
728,A4E1UYPDHE8D8,Training Video,male,39.0,Somewhat liberal,13,Cor03,1,fake,35 to 49
729,A3G55RJTW3BSGM,Training Video,female,42.0,Somewhat conservative,9,Cor03,0,fake,35 to 49
730,A1506T1PAYRT16,Condition,female,37.0,Very Conservative,8,Cor03,1,fake,35 to 49
731,A353KETOEN0W8T,Training Video,male,37.0,I prefer not to answer,6,Cor03,0,fake,35 to 49
732,A1YH2I4Y2SYAXJ,Training Game,female,56.0,Very liberal,10,Cor03,0,fake,50 and over
733,A2SSYBUT9ZM0G9,Training Video,male,33.0,Somewhat conservative,2,Cor03,0,fake,25 to 34
734,A38DXFI1TZA295,Training Game,male,55.0,Middle of the road,11,Cor03,0,fake,50 and over
735,A2HWLIJP5OVFD5,Condition,female,32.0,Very Conservative,3,Cor03,0,fake,25 to 34
736,AVOF14300525D,Condition,female,58.0,Somewhat conservative,6,Cor03,0,fake,50 and over
737,A2O2Q0LVWOWJ1G,Training Video,female,45.0,Very liberal,7,Cor03,1,fake,35 to 49
738,A2ZBDSR2LZNVAE,Training Game,male,48.0,Somewhat conservative,8,Cor03,0,fake,35 to 49
739,AVXEDARJC5HLU,Condition,male,44.0,Very liberal,10,Cor03,1,fake,35 to 49
740,A36ZKMRJCHF2HX,Training Game,female,33.0,Somewhat conservative,6,Cor03,0,fake,25 to 34
741,A1KGCOR8OXYR72,Condition,male,33.0,Very liberal,10,Cor03,0,fake,25 to 34
742,A1O0B8163G7W0N,Condition,male,33.0,Middle of the road,5,Cor03,1,fake,25 to 34
743,A3RMV9ZGFJ0HHF,Training Video,female,37.0,Somewhat liberal,7,Cor03,1,fake,35 to 49
744,AKVDY8OXNMQED,Training Game,male,67.0,Very Conservative,4,Cor03,0,fake,50 and over
745,A3L3ZFL1NYFTCF,Training Game,female,33.0,I prefer not to answer,4,Cor03,1,fake,25 to 34
746,A1UKZZL7ANOZRZ,Training Video,male,33.0,Somewhat conservative,9,Cor03,1,fake,25 to 34
747,A3OLRWACCCCUTU,Condition,female,54.0,Somewhat liberal,13,Cor03,1,fake,50 and over
748,A2TG7EEQ2XG2IK,Condition,female,47.0,Very liberal,7,Cor03,1,fake,35 to 49
749,A2HOUSKURBF8UA,Condition,male,45.0,Somewhat conservative,13,Cor03,0,fake,35 to 49
750,A35RZ2HKE9VWJ5,Training Game,male,35.0,Somewhat conservative,13,Cor03,0,fake,35 to 49
751,A2J6MMNWUJQUXS,Training Game,female,46.0,Very liberal,5,Cor03,0,fake,35 to 49
752,A2APPZDU0VS9LN,Training Game,female,39.0,Very liberal,7,Cor03,1,fake,35 to 49
753,A2CK0OXMPOR9LE,Condition,male,28.0,Somewhat liberal,8,Cor03,0,fake,25 to 34
754,A13FT8BNX9UUP8,Condition,female,30.0,Very Conservative,8,Cor03,0,fake,25 to 34
755,A3DS5B06ZCD3E3,Training Video,male,43.0,Middle of the road,10,Cor03,1,fake,35 to 49
756,AHEJHFN0VV6E3,Condition,female,44.0,Middle of the road,3,Cor03,0,fake,35 to 49
757,AQD91RFHV1WNE,Condition,male,28.0,Somewhat liberal,4,Cor03,0,fake,25 to 34
758,A16FY9L7QTDNRW,Training Video,male,54.0,Somewhat liberal,7,Cor03,0,fake,50 and over
759,A1AEKMIKKEBZLZ,Condition,male,28.0,Somewhat liberal,14,Cor03,1,fake,25 to 34
760,A26UIS59SY4NM6,Training Game,male,48.0,Very liberal,11,Cor03,0,fake,35 to 49
761,A2CQP9DZSDUC5V,Training Video,female,37.0,Very liberal,10,Cor03,1,fake,35 to 49
762,AW0MG225VXWCN,Condition,male,32.0,Very liberal,9,Cor03,0,fake,25 to 34
763,A1G10UPKNT2YEX,Training Game,male,30.0,Somewhat liberal,3,Cor03,0,fake,25 to 34
764,A11GWWAXRJQ6Y2,Condition,male,25.0,Somewhat liberal,5,Cor03,1,fake,25 to 34
765,A19ED8FYO6CA36,Training Game,male,41.0,Somewhat liberal,11,Cor03,1,fake,35 to 49
766,A1S88VQY8G8CNC,Condition,male,63.0,Middle of the road,9,Cor03,0,fake,50 and over
767,A18LFH7XW61JO9,Training Video,male,30.0,Middle of the road,4,Cor03,0,fake,25 to 34
768,A250V0QRCNR17F,Training Video,female,29.0,Very Conservative,5,Cor03,1,fake,25 to 34
769,A37JENVKZQ56U6,Training Game,male,34.0,Very liberal,10,Cor03,1,fake,25 to 34
770,A1DX8T0U3UTD0R,Training Game,male,38.0,Very Conservative,6,Cor03,1,fake,35 to 49
771,A70L26UXLTGLC,Training Game,male,43.0,Very Conservative,7,Cor03,0,fake,35 to 49
772,A3OOGICWSLXYB0,Condition,female,25.0,Somewhat liberal,5,Cor03,0,fake,25 to 34
773,A1RWNYJA5X25YH,Condition,female,69.0,Somewhat conservative,11,Cor03,0,fake,50 and over
774,A3MS21UJPMHLK0,Training Game,female,36.0,Very liberal,6,Cor03,0,fake,35 to 49
775,A26L91YL0GDGD8,Training Video,female,53.0,Somewhat liberal,6,Cor03,0,fake,50 and over
776,A1ELYVM5GQIBM0,Training Game,male,40.0,Very liberal,7,Cor03,1,fake,35 to 49
777,AOUMYCLO4I993,Training Video,male,35.0,I do not have a political affiliatione,9,Cor03,1,fake,35 to 49
778,A18JA2145UWXG,Condition,male,32.0,Somewhat conservative,8,Cor03,0,fake,25 to 34
779,A144OK7GGOQZKS,Training Game,female,30.0,I do not have a political affiliatione,10,Cor03,1,fake,25 to 34
780,A1FVXS8IM5QYO8,Condition,female,53.0,Very liberal,10,Cor03,0,fake,50 and over
781,A28L1K6D8QUCML,Training Video,female,43.0,Somewhat conservative,9,Cor03,1,fake,35 to 49
782,A2YYQJ3JWA2KGD,Training Game,female,36.0,Very liberal,6,Cor03,0,fake,35 to 49
783,A2ZJS73XSSMRTD,Condition,male,30.0,Somewhat liberal,4,Cor03,0,fake,25 to 34
784,A33VGSEJ44ORMF,Training Game,female,54.0,Middle of the road,10,Cor03,1,fake,50 and over
785,AV5DCU1VH5S34,Condition,female,47.0,Middle of the road,6,Cor03,1,fake,35 to 49
786,A18MC27WTCEBA2,Training Game,male,31.0,Middle of the road,6,Cor03,0,fake,25 to 34
787,AV3GP5YAMSMSL,Training Game,male,29.0,Very liberal,9,Cor03,0,fake,25 to 34
788,A34DWBBWZRLO1X,Training Video,female,58.0,Very liberal,10,Cor03,1,fake,50 and over
789,A1MJHGH55K3O0,Training Game,female,30.0,Very liberal,6,Cor03,0,fake,25 to 34
790,A3U21PUMQ6NGT2,Training Game,female,37.0,Very liberal,12,Cor03,0,fake,35 to 49
791,A3I9XLIHPPWPN1,Training Game,female,55.0,Somewhat liberal,8,Cor03,0,fake,50 and over
792,A1R0689JPSQ3OF,Training Video,male,46.0,Middle of the road,10,Cor03,0,fake,35 to 49
793,A10BH9PYCYUKDJ,Training Video,female,39.0,Very liberal,9,Cor03,0,fake,35 to 49
794,A2LV5432PV1S39,Training Game,male,32.0,Somewhat conservative,8,Cor03,0,fake,25 to 34
795,A2DQPRIY1W73NY,Training Video,male,39.0,Very Conservative,3,Cor03,1,fake,35 to 49
796,AZACNY1H74YWS,Training Video,female,66.0,Somewhat liberal,9,Cor03,1,fake,50 and over
797,A2WNW8A4MOR7T7,Condition,male,54.0,Middle of the road,13,Cor03,1,fake,50 and over
798,A18WKVB9OP0FAR,Training Game,female,48.0,Somewhat liberal,9,Cor03,1,fake,35 to 49
799,A1EI4NMV2EHSIY,Condition,female,49.0,Middle of the road,10,Cor03,0,fake,35 to 49
800,A3QC57KUVJP5EW,Training Game,male,28.0,Somewhat conservative,11,Cor03,0,fake,25 to 34
801,A9U083CH5ATKH,Condition,female,40.0,Middle of the road,10,Cor03,0,fake,35 to 49
802,A2L366NNL1YG5W,Training Video,female,37.0,Somewhat liberal,4,Cor03,0,fake,35 to 49
803,A2JZQHB8N6LS7T,Condition,female,28.0,Very liberal,7,Cor03,1,fake,25 to 34
804,A1V2M2C00I5SWW,Condition,male,41.0,Somewhat liberal,9,Cor03,0,fake,35 to 49
805,A3Q8KB8HOOIUL7,Training Video,female,53.0,Very Conservative,7,Cor03,0,fake,50 and over
806,A2H8GNSEVUJXYL,Condition,male,59.0,Somewhat conservative,11,Cor03,1,fake,50 and over
807,A309BLCQJHQULO,Condition,female,55.0,Very liberal,11,Cor03,1,fake,50 and over
808,A2I71A09DUDQR9,Training Video,female,35.0,Somewhat liberal,11,Cor03,1,fake,35 to 49
809,A2HM35CWB7IIFM,Training Game,female,55.0,Very liberal,5,Cor03,0,fake,50 and over
810,A3CYV47MM7OA6M,Training Game,female,44.0,Very liberal,8,Cor03,0,fake,35 to 49
811,A3O81LHBBI8NPK,Training Video,female,35.0,Middle of the road,8,Cor03,1,fake,35 to 49
812,A37WDOIQH6JM6V,Training Video,female,49.0,Somewhat conservative,10,Cor03,1,fake,35 to 49
813,A1NZFJHVJ9CNTO,Training Game,male,29.0,Very liberal,9,Cor03,1,fake,25 to 34
814,ALML8V38FDV0,Condition,female,54.0,Very liberal,3,Cor03,0,fake,50 and over
815,A2JLNI234KEKKE,Training Video,female,32.0,Somewhat liberal,10,Cor03,0,fake,25 to 34
816,A27PVIL93ZMY46,Condition,female,39.0,Somewhat liberal,10,Cor03,0,fake,35 to 49
817,A3862RIFFUV141,Training Game,male,48.0,Very liberal,8,Cor03,1,fake,35 to 49
818,A14A8J5H98KLO6,Training Game,male,46.0,Middle of the road,9,Cor03,0,fake,35 to 49
819,A1NF6PELRKACS9,Training Video,male,54.0,Middle of the road,8,Cor03,1,fake,50 and over
820,ABQ65VUI4C9RK,Condition,male,45.0,Middle of the road,6,Cor03,0,fake,35 to 49
821,A2JPOXYZM5AJZZ,Training Game,male,46.0,Somewhat liberal,10,Cor03,0,fake,35 to 49
822,A2F0X4LN9N4O4C,Training Video,female,55.0,Middle of the road,4,Cor03,1,fake,50 and over
823,AV3CA0IYNRCCJ,Condition,female,62.0,Middle of the road,10,Cor03,0,fake,50 and over
824,A1MIR0TP081SKT,Training Video,female,30.0,Very liberal,4,Cor03,1,fake,25 to 34
825,A5V3ZMQI0PU3F,Training Video,female,56.0,Somewhat liberal,9,Cor03,0,fake,50 and over
826,A6PPB69C6ZJHN,Training Video,male,32.0,Middle of the road,11,Cor03,1,fake,25 to 34
827,A4T7PYGN1BE2P,Training Game,male,31.0,Middle of the road,9,Cor03,1,fake,25 to 34
828,A1B5SSGMTAQ9B5,Training Game,female,38.0,Somewhat conservative,3,Cor03,0,fake,35 to 49
829,A2J237J8KM3OCS,Training Game,male,38.0,Very liberal,2,Cor03,0,fake,35 to 49
830,A2OJ5XOEKTKRR9,Training Video,male,34.0,Somewhat liberal,7,Cor03,0,fake,25 to 34
831,A28PS7TGEQCFT4,Training Game,male,29.0,Somewhat liberal,3,Cor03,1,fake,25 to 34
832,A3O8ERBO9IG8N4,Condition,male,35.0,Somewhat liberal,3,Cor03,1,fake,35 to 49
833,A1GPZ5REMDQZ0L,Training Game,male,32.0,Somewhat liberal,11,Cor03,1,fake,25 to 34
834,A3VOMP0WOJTB4I,Training Game,female,29.0,Very liberal,2,Cor03,0,fake,25 to 34
835,A2ZX69756WSLQ4,Training Video,male,37.0,I do not have a political affiliatione,4,Cor03,1,fake,35 to 49
836,AM0JKZVOEOTMA,Condition,male,34.0,Middle of the road,6,Cor03,0,fake,25 to 34
837,A2J7L7S9GCPJ8V,Training Video,female,36.0,Middle of the road,6,Cor03,0,fake,35 to 49
838,AAWX7QFQUNM6D,Training Video,male,33.0,Somewhat conservative,4,Cor03,0,fake,25 to 34
839,A3J9EHZQ9PERAX,Training Game,female,59.0,Middle of the road,10,Cor03,1,fake,50 and over
840,A37WXDYYT7RCZ0,Training Video,male,37.0,Somewhat liberal,12,Cor03,1,fake,35 to 49
841,A9WIOFVRSYW3L,Training Game,female,42.0,Somewhat liberal,8,Cor03,0,fake,35 to 49
842,A2EDI66B0KTBEH,Condition,female,48.0,Somewhat conservative,9,Cor03,1,fake,35 to 49
843,A3DZGDF9HCTAOB,Condition,female,50.0,I do not have a political affiliatione,4,Cor03,1,fake,
844,A3GNQDFPZALU92,Training Video,male,32.0,Very liberal,6,Cor03,0,fake,25 to 34
845,A36H3PO6JZD414,Training Game,male,53.0,Somewhat conservative,3,Cor03,1,fake,50 and over
846,AZNIEFUIVB2H0,Training Video,male,51.0,Very liberal,12,Cor03,1,fake,50 and over
847,AM2W23THD4CI7,Condition,female,54.0,Somewhat liberal,6,Cor03,1,fake,50 and over
848,A31XNLA9REVGXL,Condition,female,45.0,Middle of the road,6,Cor03,0,fake,35 to 49
849,A3R79CYQ817AV3,Training Video,female,37.0,Very liberal,6,Cor03,1,fake,35 to 49
850,A21SF3IKIZB0VN,Condition,female,73.0,Somewhat conservative,8,Cor03,0,fake,50 and over
851,A147F5PJTHOB8A,Training Game,male,42.0,Very liberal,10,Cor03,1,fake,35 to 49
852,A37QFZ8I1TGH2C,Training Game,female,66.0,Somewhat conservative,11,Cor03,0,fake,50 and over
853,A31Z5TPD8QKE26,Condition,male,35.0,Somewhat conservative,10,Cor03,0,fake,35 to 49
854,ANVXAMUEBGV8N,Training Game,female,56.0,Somewhat liberal,9,Cor03,1,fake,50 and over
855,A3TK9CLBA65ZZE,Condition,female,67.0,Somewhat conservative,9,Cor03,0,fake,50 and over
856,A2EOOF9D135HQ1,Training Game,male,43.0,Very Conservative,9,Cor03,0,fake,35 to 49
857,A38ZGWB47QTEY6,Training Video,female,69.0,Very liberal,5,Cor03,1,fake,50 and over
858,A0623383IMO25HCSBET7,Training Video,male,44.0,Somewhat liberal,8,Cor03,0,fake,35 to 49
859,A13XXMDHOULEZ7,Training Video,female,42.0,Somewhat liberal,2,Cor03,1,fake,35 to 49
860,A2IU5TX5S0FA1C,Condition,female,66.0,Somewhat liberal,8,Cor03,0,fake,50 and over
861,A2UF2FRGVW4T89,Training Game,male,46.0,Very liberal,10,Cor03,0,fake,35 to 49
862,AW0K78T4I2T72,Training Game,female,72.0,Somewhat liberal,8,Cor03,1,fake,50 and over
863,A27HVVLSZZ13XK,Training Video,male,48.0,Very liberal,9,Cor03,1,fake,35 to 49
864,A2MQ6VUSKCQ9FH,Training Game,male,36.0,Very liberal,8,Cor03,1,fake,35 to 49
865,APJJ1HHD2GGFS,Condition,female,37.0,Very liberal,9,Cor03,1,fake,35 to 49
866,A3SKEW89V5S0DI,Training Video,male,48.0,Somewhat liberal,10,Cor03,1,fake,35 to 49
867,A1CHC8M7CWC254,Condition,male,27.0,Somewhat liberal,7,Cor03,0,fake,25 to 34
868,A27BUT19WQ6P1O,Training Video,male,34.0,Somewhat liberal,6,Cor03,0,fake,25 to 34
869,A1MYBMOZH043LK,Condition,male,33.0,Middle of the road,8,Cor03,1,fake,25 to 34
870,A1BAEFJ2OG7NJ0,Training Game,female,58.0,Very liberal,5,Cor03,0,fake,50 and over
871,A175PJR0W3LO8I,Training Game,male,36.0,Somewhat liberal,7,Cor03,0,fake,35 to 49
872,AKX5RHHO8BIUX,Training Video,male,58.0,Middle of the road,11,Cor03,0,fake,50 and over
873,A2BW6WD7LZ9EGV,Training Video,male,29.0,Very liberal,11,Cor04,0,fake,25 to 34
874,AXMPSUNKUBEIL,Condition,male,37.0,Somewhat liberal,11,Cor04,1,fake,35 to 49
875,A2JP8W265WCC35,Training Video,female,49.0,Very liberal,13,Cor04,1,fake,35 to 49
876,A207IHY6GERCFO,Condition,male,36.0,Very Conservative,6,Cor04,0,fake,35 to 49
877,A1V2H0UF94ATWY,Condition,male,59.0,Somewhat liberal,12,Cor04,1,fake,50 and over
878,A3RYI5HXC2MJLN,Condition,male,38.0,Somewhat liberal,9,Cor04,0,fake,35 to 49
879,APGX2WZ59OWDN,Training Video,female,25.0,Very liberal,9,Cor04,1,fake,25 to 34
880,A19CB2C4GY4C60,Condition,male,31.0,Somewhat conservative,10,Cor04,0,fake,25 to 34
881,A36SM7QM8OK3H6,Condition,female,32.0,Very liberal,11,Cor04,1,fake,25 to 34
882,A3U6IA3JUSFZ2M,Training Video,female,37.0,Very liberal,9,Cor04,0,fake,35 to 49
883,A320QA9HJFUOZO,Training Game,male,32.0,Somewhat liberal,9,Cor04,0,fake,25 to 34
884,ACDTQNYOT3GG8,Training Game,female,40.0,Very liberal,10,Cor04,1,fake,35 to 49
885,A3N0QZ9ZKUCTCQ,Condition,male,30.0,Somewhat conservative,9,Cor04,0,fake,25 to 34
886,A2NA2OJT15COZY,Training Video,male,36.0,Somewhat conservative,8,Cor04,1,fake,35 to 49
887,A18G2CLYSTENK,Training Game,male,30.0,Somewhat liberal,4,Cor04,0,fake,25 to 34
888,AA9V4NE8SOA4I,Condition,male,49.0,Somewhat liberal,8,Cor04,0,fake,35 to 49
889,A2TBXASXZIRNNW,Training Video,male,31.0,Somewhat conservative,7,Cor04,0,fake,25 to 34
890,A20NITCOBY4775,Training Video,female,61.0,Very liberal,11,Cor04,1,fake,50 and over
891,ABMPX2Y2IRBMG,Training Game,male,34.0,Very liberal,13,Cor04,0,fake,25 to 34
892,A5YVMQWA2IYPF,Condition,male,42.0,Somewhat liberal,4,Cor04,0,fake,35 to 49
893,A1YSYI926BBOHW,Training Game,male,35.0,Very liberal,9,Cor04,1,fake,35 to 49
894,A4SC8G0149GEG,Training Video,male,28.0,Somewhat liberal,14,Cor04,0,fake,25 to 34
895,A149ROBL26JWPJ,Training Game,male,29.0,Somewhat conservative,8,Cor04,1,fake,25 to 34
896,A3A8P4UR9A0DWQ,Training Video,female,43.0,Very Conservative,7,Cor04,0,fake,35 to 49
897,AOAZMLP27GD81,Condition,male,39.0,Somewhat liberal,14,Cor04,1,fake,35 to 49
898,A3RR85PK3AV9TU,Condition,male,32.0,Very liberal,12,Cor04,0,fake,25 to 34
899,AEQ95NMC3VXQ5,Training Game,female,63.0,Very liberal,10,Cor04,0,fake,50 and over
900,A1KET5Z038NMWD,Training Game,female,37.0,Middle of the road,8,Cor04,0,fake,35 to 49
901,A3CQDCNYJAX2X3,Training Game,female,29.0,Very liberal,8,Cor04,0,fake,25 to 34
902,A2PXJTMWGUE5DC,Condition,female,60.0,Somewhat conservative,10,Cor04,1,fake,50 and over
903,A2SWQM5X54P1O5,Training Video,female,32.0,Middle of the road,12,Cor04,1,fake,25 to 34
904,AYBYMDBEBK5Z,Condition,female,44.0,Somewhat liberal,8,Cor04,0,fake,35 to 49
905,A1F1BIPJR11LSR,Training Game,Other / No Answer,33.0,Somewhat liberal,9,Cor04,1,fake,25 to 34
906,A103XX92AATRSG,Training Video,female,29.0,Middle of the road,7,Cor04,0,fake,25 to 34
907,A2I960JYUZ8KAV,Training Game,male,27.0,Very liberal,10,Cor04,1,fake,25 to 34
908,A3I1W58P6SIV26,Training Video,male,33.0,Somewhat conservative,11,Cor04,0,fake,25 to 34
909,AQORJW4W8U9YU,Training Game,male,32.0,Somewhat liberal,2,Cor04,0,fake,25 to 34
910,A3RWDYQD1331VH,Training Game,female,34.0,Middle of the road,2,Cor04,0,fake,25 to 34
911,A2RR3R75ECQSKE,Condition,Other / No Answer,,I prefer not to answer,3,Cor04,0,fake,
912,A2QQY4S73JO639,Training Video,male,36.0,Somewhat liberal,5,Cor04,0,fake,35 to 49
913,a1vl7507uonpx0,Training Game,male,41.0,Somewhat liberal,9,Cor04,0,fake,35 to 49
914,A1T6RFUU0OTS0M,Training Game,female,26.0,Somewhat liberal,8,Cor04,0,fake,25 to 34
915,A1GLF2427E02YG,Training Game,female,35.0,Very liberal,14,Cor04,1,fake,35 to 49
916,A1DVKS3R9SLQ1H,Condition,male,28.0,Very Conservative,5,Cor04,0,fake,25 to 34
917,A2AWBDW9V1E9KT,Training Video,male,37.0,Very liberal,13,Cor04,1,fake,35 to 49
918,ACDX50KGPE97I,Training Video,male,30.0,Somewhat conservative,9,Cor04,1,fake,25 to 34
919,AKZ8SFOAI4RZN,Training Video,male,31.0,Very liberal,12,Cor04,1,fake,25 to 34
920,A2WGW5Y3ZFBDEC,Training Game,male,48.0,Very Conservative,11,Cor04,0,fake,35 to 49
921,ARJ6SPCZJVARE,Training Video,male,28.0,Middle of the road,5,Cor04,0,fake,25 to 34
922,A3SLY0SJLJZ0J1,Condition,male,25.0,Very liberal,7,Cor04,1,fake,25 to 34
923,A3HW4QDJB63OQ2,Training Game,male,29.0,Somewhat conservative,6,Cor04,0,fake,25 to 34
924,A3PRX6CU0P34NE,Condition,male,30.0,Very liberal,11,Cor04,0,fake,25 to 34
925,A3IR7DFEKLLLO,Training Game,male,42.0,Somewhat conservative,14,Cor04,1,fake,35 to 49
926,A2YE7NBCK14VAQ,Condition,male,39.0,Somewhat liberal,8,Cor04,1,fake,35 to 49
927,AU2NVT51E749C,Training Game,male,41.0,Somewhat conservative,11,Cor04,0,fake,35 to 49
928,A1LZWU72K42V92,Condition,male,50.0,Somewhat liberal,6,Cor04,0,fake,
929,A2IUT0610X9CV0,Training Game,male,32.0,Very liberal,5,Cor04,1,fake,25 to 34
930,A1AJG4BGSRPC93,Training Video,female,35.0,Very liberal,7,Cor04,0,fake,35 to 49
931,AYDILOZLKOAS8,Training Game,male,34.0,Somewhat liberal,11,Cor04,0,fake,25 to 34
932,A1M1TSMJB12177,Training Game,male,61.0,Very liberal,13,Cor04,0,fake,50 and over
933,A171S8E9IFSHH2,Training Game,male,32.0,Middle of the road,9,Cor04,0,fake,25 to 34
934,A130P4M9JPT4YA,Condition,male,49.0,Somewhat liberal,12,Cor04,0,fake,35 to 49
935,A2S96ZZ70YFPSK,Training Video,female,45.0,Very liberal,7,Cor04,0,fake,35 to 49
936,A3QZMGTVA4VO44,Training Game,male,36.0,Very Conservative,5,Cor04,0,fake,35 to 49
937,A1IFIK8J49WBER,Training Video,female,57.0,Somewhat conservative,9,Cor04,0,fake,50 and over
938,A175ZTL2OZO9YU,Training Video,female,48.0,Somewhat liberal,13,Cor04,1,fake,35 to 49
939,A2SKH7WZUEDGGI,Condition,male,39.0,I prefer not to answer,3,Cor04,0,fake,35 to 49
940,A22QD6M0A2C77C,Condition,male,46.0,Somewhat liberal,8,Cor04,1,fake,35 to 49
941,A26GF078IX9A43,Training Game,female,40.0,Very liberal,9,Cor04,0,fake,35 to 49
942,A39N0WW02VT0MB,Training Video,male,26.0,I do not have a political affiliatione,3,Cor04,0,fake,25 to 34
943,A2XI3DX3IJ1TAV,Condition,female,38.0,Somewhat conservative,4,Cor04,0,fake,35 to 49
944,A1945USNZHTROX,Training Game,male,39.0,Somewhat liberal,10,Cor04,1,fake,35 to 49
945,A1JKSAQ8UNCE7B,Training Game,female,45.0,Somewhat conservative,9,Cor04,0,fake,35 to 49
946,ANFWGSQ8BQRZ,Condition,male,44.0,Somewhat liberal,11,Cor04,0,fake,35 to 49
947,A1PAY3X73PQ16S,Condition,female,51.0,Very liberal,6,Cor04,0,fake,50 and over
948,A2MCG5W6LHSRG9,Training Video,male,34.0,Very liberal,8,Cor04,0,fake,25 to 34
949,A3UV55HC87DO9C,Condition,male,28.0,Somewhat liberal,6,Cor04,0,fake,25 to 34
950,A3OJCWC178255T,Training Video,female,31.0,Somewhat liberal,9,Cor04,0,fake,25 to 34
951,A610SH5RY1NG1,Training Game,male,35.0,Very liberal,10,Cor04,0,fake,35 to 49
952,A3HTLXAPOBCVVO,Training Video,female,49.0,Somewhat liberal,10,Cor04,0,fake,35 to 49
953,A3BHRFFG75X3GO,Condition,male,37.0,Very liberal,13,Cor04,0,fake,35 to 49
954,A314XJY8V1YL12,Training Video,female,47.0,Somewhat liberal,12,Cor04,0,fake,35 to 49
955,A1B4KC5KP7FH1Z,Training Video,male,53.0,Somewhat liberal,9,Cor04,1,fake,50 and over
956,A3NHMKVK98NY7I,Training Video,male,28.0,Middle of the road,6,Cor04,1,fake,25 to 34
957,A9KSSJXDB6GPE,Training Video,male,5.0,Somewhat conservative,3,Cor04,0,fake, Under 18
