,ID,Cond,Sex,Age,Pol,TotCor,variable,value,type,AgeGroup
0,A2BW6WD7LZ9EGV,Training Video,male,29.0,Very liberal,11,Cor01,1,fake,25 to 34
1,AXMPSUNKUBEIL,Condition,male,37.0,Somewhat liberal,11,Cor01,1,fake,35 to 49
2,A2JP8W265WCC35,Training Video,female,49.0,Very liberal,13,Cor01,0,fake,35 to 49
3,A207IHY6GERCFO,Condition,male,36.0,Very Conservative,6,Cor01,1,fake,35 to 49
4,A1V2H0UF94ATWY,Condition,male,59.0,Somewhat liberal,12,Cor01,0,fake,50 and over
5,A3RYI5HXC2MJLN,Condition,male,38.0,Somewhat liberal,9,Cor01,0,fake,35 to 49
6,APGX2WZ59OWDN,Training Video,female,25.0,Very liberal,9,Cor01,0,fake,25 to 34
7,A19CB2C4GY4C60,Condition,male,31.0,Somewhat conservative,10,Cor01,0,fake,25 to 34
8,A36SM7QM8OK3H6,Condition,female,32.0,Very liberal,11,Cor01,0,fake,25 to 34
9,A3U6IA3JUSFZ2M,Training Video,female,37.0,Very liberal,9,Cor01,0,fake,35 to 49
10,A320QA9HJFUOZO,Training Game,male,32.0,Somewhat liberal,9,Cor01,0,fake,25 to 34
11,ACDTQNYOT3GG8,Training Game,female,40.0,Very liberal,10,Cor01,0,fake,35 to 49
12,A3N0QZ9ZKUCTCQ,Condition,male,30.0,Somewhat conservative,9,Cor01,0,fake,25 to 34
13,A2NA2OJT15COZY,Training Video,male,36.0,Somewhat conservative,8,Cor01,1,fake,35 to 49
14,A18G2CLYSTENK,Training Game,male,30.0,Somewhat liberal,4,Cor01,0,fake,25 to 34
15,AA9V4NE8SOA4I,Condition,male,49.0,Somewhat liberal,8,Cor01,0,fake,35 to 49
16,A2TBXASXZIRNNW,Training Video,male,31.0,Somewhat conservative,7,Cor01,0,fake,25 to 34
17,A20NITCOBY4775,Training Video,female,61.0,Very liberal,11,Cor01,1,fake,50 and over
18,ABMPX2Y2IRBMG,Training Game,male,34.0,Very liberal,13,Cor01,1,fake,25 to 34
19,A5YVMQWA2IYPF,Condition,male,42.0,Somewhat liberal,4,Cor01,0,fake,35 to 49
20,A1YSYI926BBOHW,Training Game,male,35.0,Very liberal,9,Cor01,0,fake,35 to 49
21,A4SC8G0149GEG,Training Video,male,28.0,Somewhat liberal,14,Cor01,1,fake,25 to 34
22,A149ROBL26JWPJ,Training Game,male,29.0,Somewhat conservative,8,Cor01,0,fake,25 to 34
23,A3A8P4UR9A0DWQ,Training Video,female,43.0,Very Conservative,7,Cor01,0,fake,35 to 49
24,AOAZMLP27GD81,Condition,male,39.0,Somewhat liberal,14,Cor01,0,fake,35 to 49
25,A3RR85PK3AV9TU,Condition,male,32.0,Very liberal,12,Cor01,0,fake,25 to 34
26,AEQ95NMC3VXQ5,Training Game,female,63.0,Very liberal,10,Cor01,1,fake,50 and over
27,A1KET5Z038NMWD,Training Game,female,37.0,Middle of the road,8,Cor01,1,fake,35 to 49
28,A3CQDCNYJAX2X3,Training Game,female,29.0,Very liberal,8,Cor01,0,fake,25 to 34
29,A2PXJTMWGUE5DC,Condition,female,60.0,Somewhat conservative,10,Cor01,0,fake,50 and over
30,A2SWQM5X54P1O5,Training Video,female,32.0,Middle of the road,12,Cor01,1,fake,25 to 34
31,AYBYMDBEBK5Z,Condition,female,44.0,Somewhat liberal,8,Cor01,0,fake,35 to 49
32,A1F1BIPJR11LSR,Training Game,Other / No Answer,33.0,Somewhat liberal,9,Cor01,0,fake,25 to 34
33,A103XX92AATRSG,Training Video,female,29.0,Middle of the road,7,Cor01,1,fake,25 to 34
34,A2I960JYUZ8KAV,Training Game,male,27.0,Very liberal,10,Cor01,1,fake,25 to 34
35,A3I1W58P6SIV26,Training Video,male,33.0,Somewhat conservative,11,Cor01,0,fake,25 to 34
36,AQORJW4W8U9YU,Training Game,male,32.0,Somewhat liberal,2,Cor01,0,fake,25 to 34
37,A3RWDYQD1331VH,Training Game,female,34.0,Middle of the road,2,Cor01,0,fake,25 to 34
38,A2RR3R75ECQSKE,Condition,Other / No Answer,,I prefer not to answer,3,Cor01,0,fake,
39,A2QQY4S73JO639,Training Video,male,36.0,Somewhat liberal,5,Cor01,1,fake,35 to 49
40,a1vl7507uonpx0,Training Game,male,41.0,Somewhat liberal,9,Cor01,1,fake,35 to 49
41,A1T6RFUU0OTS0M,Training Game,female,26.0,Somewhat liberal,8,Cor01,1,fake,25 to 34
42,A1GLF2427E02YG,Training Game,female,35.0,Very liberal,14,Cor01,0,fake,35 to 49
43,A1DVKS3R9SLQ1H,Condition,male,28.0,Very Conservative,5,Cor01,0,fake,25 to 34
44,A2AWBDW9V1E9KT,Training Video,male,37.0,Very liberal,13,Cor01,1,fake,35 to 49
45,ACDX50KGPE97I,Training Video,male,30.0,Somewhat conservative,9,Cor01,0,fake,25 to 34
46,AKZ8SFOAI4RZN,Training Video,male,31.0,Very liberal,12,Cor01,1,fake,25 to 34
47,A2WGW5Y3ZFBDEC,Training Game,male,48.0,Very Conservative,11,Cor01,0,fake,35 to 49
48,ARJ6SPCZJVARE,Training Video,male,28.0,Middle of the road,5,Cor01,0,fake,25 to 34
49,A3SLY0SJLJZ0J1,Condition,male,25.0,Very liberal,7,Cor01,0,fake,25 to 34
50,A3HW4QDJB63OQ2,Training Game,male,29.0,Somewhat conservative,6,Cor01,1,fake,25 to 34
51,A3PRX6CU0P34NE,Condition,male,30.0,Very liberal,11,Cor01,0,fake,25 to 34
52,A3IR7DFEKLLLO,Training Game,male,42.0,Somewhat conservative,14,Cor01,1,fake,35 to 49
53,A2YE7NBCK14VAQ,Condition,male,39.0,Somewhat liberal,8,Cor01,1,fake,35 to 49
54,AU2NVT51E749C,Training Game,male,41.0,Somewhat conservative,11,Cor01,0,fake,35 to 49
55,A1LZWU72K42V92,Condition,male,50.0,Somewhat liberal,6,Cor01,0,fake,
56,A2IUT0610X9CV0,Training Game,male,32.0,Very liberal,5,Cor01,0,fake,25 to 34
57,A1AJG4BGSRPC93,Training Video,female,35.0,Very liberal,7,Cor01,1,fake,35 to 49
58,AYDILOZLKOAS8,Training Game,male,34.0,Somewhat liberal,11,Cor01,0,fake,25 to 34
59,A1M1TSMJB12177,Training Game,male,61.0,Very liberal,13,Cor01,1,fake,50 and over
60,A171S8E9IFSHH2,Training Game,male,32.0,Middle of the road,9,Cor01,0,fake,25 to 34
61,A130P4M9JPT4YA,Condition,male,49.0,Somewhat liberal,12,Cor01,1,fake,35 to 49
62,A2S96ZZ70YFPSK,Training Video,female,45.0,Very liberal,7,Cor01,0,fake,35 to 49
63,A3QZMGTVA4VO44,Training Game,male,36.0,Very Conservative,5,Cor01,0,fake,35 to 49
64,A1IFIK8J49WBER,Training Video,female,57.0,Somewhat conservative,9,Cor01,0,fake,50 and over
65,A175ZTL2OZO9YU,Training Video,female,48.0,Somewhat liberal,13,Cor01,1,fake,35 to 49
66,A2SKH7WZUEDGGI,Condition,male,39.0,I prefer not to answer,3,Cor01,0,fake,35 to 49
67,A22QD6M0A2C77C,Condition,male,46.0,Somewhat liberal,8,Cor01,0,fake,35 to 49
68,A26GF078IX9A43,Training Game,female,40.0,Very liberal,9,Cor01,0,fake,35 to 49
69,A39N0WW02VT0MB,Training Video,male,26.0,I do not have a political affiliatione,3,Cor01,0,fake,25 to 34
70,A2XI3DX3IJ1TAV,Condition,female,38.0,Somewhat conservative,4,Cor01,0,fake,35 to 49
71,A1945USNZHTROX,Training Game,male,39.0,Somewhat liberal,10,Cor01,0,fake,35 to 49
72,A1JKSAQ8UNCE7B,Training Game,female,45.0,Somewhat conservative,9,Cor01,0,fake,35 to 49
73,ANFWGSQ8BQRZ,Condition,male,44.0,Somewhat liberal,11,Cor01,0,fake,35 to 49
74,A1PAY3X73PQ16S,Condition,female,51.0,Very liberal,6,Cor01,0,fake,50 and over
75,A2MCG5W6LHSRG9,Training Video,male,34.0,Very liberal,8,Cor01,0,fake,25 to 34
76,A3UV55HC87DO9C,Condition,male,28.0,Somewhat liberal,6,Cor01,1,fake,25 to 34
77,A3OJCWC178255T,Training Video,female,31.0,Somewhat liberal,9,Cor01,0,fake,25 to 34
78,A610SH5RY1NG1,Training Game,male,35.0,Very liberal,10,Cor01,0,fake,35 to 49
79,A3HTLXAPOBCVVO,Training Video,female,49.0,Somewhat liberal,10,Cor01,0,fake,35 to 49
80,A3BHRFFG75X3GO,Condition,male,37.0,Very liberal,13,Cor01,0,fake,35 to 49
81,A314XJY8V1YL12,Training Video,female,47.0,Somewhat liberal,12,Cor01,1,fake,35 to 49
82,A1B4KC5KP7FH1Z,Training Video,male,53.0,Somewhat liberal,9,Cor01,1,fake,50 and over
83,A3NHMKVK98NY7I,Training Video,male,28.0,Middle of the road,6,Cor01,0,fake,25 to 34
84,A9KSSJXDB6GPE,Training Video,male,5.0,Somewhat conservative,3,Cor01,0,fake, Under 18
85,A2MKXI4KCRRI7Y,Condition,male,34.0,Very liberal,9,Cor01,1,fake,25 to 34
86,A2R0YYUAWNT7UD,Condition,male,27.0,Somewhat conservative,9,Cor01,1,fake,25 to 34
87,ALQPGVQZEZSUE,Training Video,male,41.0,Somewhat liberal,14,Cor01,1,fake,35 to 49
88,A1PUHCEBSOWETV,Training Game,male,22.0,Very liberal,3,Cor01,0,fake,18 to 24
89,A26TY8FHMJ183C,Training Video,male,30.0,Somewhat liberal,7,Cor01,0,fake,25 to 34
90,AKSJ3C5O3V9RB,Training Game,female,24.0,Somewhat liberal,9,Cor01,0,fake,18 to 24
91,A2U83S62P8SZ6T,Training Video,male,33.0,Very liberal,8,Cor01,0,fake,25 to 34
92,A16HSMUJ7C7QA7,Training Game,female,65.0,Middle of the road,7,Cor01,1,fake,50 and over
93,A21AVVEQUEX7DA,Condition,male,27.0,Somewhat conservative,6,Cor01,1,fake,25 to 34
94,A20VJWCDIBKTZI,Training Video,male,38.0,Somewhat conservative,6,Cor01,0,fake,35 to 49
95,A28A3HF3LSEIDT,Training Game,female,25.0,Somewhat conservative,3,Cor01,0,fake,25 to 34
96,A2E6G3YGPG97B6,Training Video,female,30.0,Very liberal,5,Cor01,1,fake,25 to 34
97,A2OAZPREKF6PQR,Condition,female,29.0,Very Conservative,3,Cor01,0,fake,25 to 34
98,A17DF2ZUXF4F0Q,Condition,male,25.0,Somewhat conservative,5,Cor01,1,fake,25 to 34
99,A24ZKEJTS1O4IW,Training Game,male,30.0,Somewhat conservative,8,Cor01,0,fake,25 to 34
100,A2YO837C0O1E91,Condition,female,29.0,Very liberal,12,Cor01,1,fake,25 to 34
101,A150GMV1YQWWB3,Condition,male,39.0,Very liberal,13,Cor01,1,fake,35 to 49
102,A3GW3MPLVGG7PZ,Condition,female,34.0,Very liberal,10,Cor01,0,fake,25 to 34
103,A1Z6F6EIUJFC6T,Training Video,male,29.0,Somewhat liberal,2,Cor01,0,fake,25 to 34
104,A3QSJY1FFN0N6V,Training Video,female,36.0,Very liberal,8,Cor01,0,fake,35 to 49
105,A19WXS1CLVLEEX,Training Game,male,65.0,Very liberal,11,Cor01,1,fake,50 and over
106,A2R02DYCDLY75U,Training Game,female,40.0,Somewhat liberal,10,Cor01,1,fake,35 to 49
107,A3FOKP72T5I4FR,Condition,female,41.0,Very liberal,4,Cor01,1,fake,35 to 49
108,A8028AFBBS29G,Condition,female,64.0,Middle of the road,5,Cor01,0,fake,50 and over
109,A1NMKXK04PZ6KK,Training Video,male,39.0,Middle of the road,3,Cor01,0,fake,35 to 49
110,AIPHJXQEDNW9L,Condition,male,30.0,Middle of the road,14,Cor01,1,fake,25 to 34
111,AP7BOM5KUH8KV,Condition,male,31.0,Very liberal,13,Cor01,1,fake,25 to 34
112,A1OQIXAU1SEJ4P,Training Game,female,32.0,Very liberal,9,Cor01,0,fake,25 to 34
113,A27SMEOPKV84VI,Training Video,female,37.0,Somewhat conservative,12,Cor01,1,fake,35 to 49
114,AJWES6SFIP3AT,Training Game,male,36.0,Somewhat liberal,11,Cor01,1,fake,35 to 49
115,A2HG1N3BVQO6I,Training Game,female,57.0,Somewhat conservative,8,Cor01,1,fake,50 and over
116,A3VP27UUQ34OXK,Training Video,female,56.0,Somewhat liberal,4,Cor01,1,fake,50 and over
117,A38DC3BG1ZCVZ2,Training Video,female,34.0,Middle of the road,7,Cor01,1,fake,25 to 34
118,A1MTRZDRKNB9GV,Condition,female,57.0,Somewhat conservative,8,Cor01,1,fake,50 and over
119,A1P6OXEJ86HQRM,Training Game,male,37.0,Very liberal,9,Cor01,1,fake,35 to 49
120,A20PV3RB3I0W8S,Condition,male,29.0,Somewhat conservative,6,Cor01,0,fake,25 to 34
121,A87D3K9YVKTQ7,Training Video,female,36.0,Somewhat liberal,3,Cor01,0,fake,35 to 49
122,A272A0JGRTBFCR,Training Video,male,37.0,Somewhat conservative,5,Cor01,0,fake,35 to 49
123,A2S75O867RJG0I,Training Video,male,24.0,Somewhat conservative,8,Cor01,1,fake,18 to 24
124,AVPKE76DJLWK6,Training Video,male,37.0,Somewhat liberal,8,Cor01,1,fake,35 to 49
125,A3GIIL73GE2CBQ,Training Game,male,33.0,Very liberal,14,Cor01,1,fake,25 to 34
126,A1CFMY4CEYOM8Y,Condition,male,40.0,Very liberal,3,Cor01,0,fake,35 to 49
127,A667L63P4M8NO,Training Game,female,37.0,Very liberal,8,Cor01,0,fake,35 to 49
128,A1XO6ONCCTBMKW,Training Game,male,27.0,Somewhat conservative,1,Cor01,1,fake,25 to 34
129,A2W3A42TRMJ861,Training Game,female,58.0,Somewhat liberal,13,Cor01,1,fake,50 and over
130,A11S8IAAVDXCUS,Training Video,female,29.0,I do not have a political affiliatione,4,Cor01,1,fake,25 to 34
131,AJNQ2PBD07FKE,Training Video,female,32.0,Middle of the road,7,Cor01,0,fake,25 to 34
132,A3TUMZ954ORSUC,Training Video,female,30.0,Very liberal,0,Cor01,0,fake,25 to 34
133,A30RAYNDOWQ61S,Condition,male,56.0,Somewhat conservative,11,Cor01,0,fake,50 and over
134,ASB8T0H7L99RF,Condition,male,31.0,Middle of the road,9,Cor01,1,fake,25 to 34
135,A3O7X46E3REM7I,Training Game,male,32.0,Somewhat liberal,10,Cor01,1,fake,25 to 34
136,A3RQN5RZD1N2KP,Condition,female,46.0,Middle of the road,9,Cor01,0,fake,35 to 49
137,AB66CTVQ90RCV,Training Video,female,29.0,Very liberal,8,Cor01,1,fake,25 to 34
138,A299J4PKHAEU9H,Training Video,female,29.0,Very Conservative,4,Cor01,0,fake,25 to 34
139,AL6TUFYAMT6U4,Training Game,male,26.0,Very Conservative,3,Cor01,0,fake,25 to 34
140,AFU00NU09CFXE,Condition,female,45.0,Very liberal,4,Cor01,1,fake,35 to 49
141,A1V1JNPU0KOA3X,Training Game,male,53.0,Somewhat liberal,11,Cor01,1,fake,50 and over
142,A3HOBJ4PJUOCUN,Training Game,female,59.0,Middle of the road,7,Cor01,0,fake,50 and over
143,A35D31QHYQUF9V,Condition,male,35.0,Middle of the road,10,Cor01,0,fake,35 to 49
144,A3LA5P3N3KI8U7,Training Video,female,34.0,Very liberal,7,Cor01,0,fake,25 to 34
145,A35T6IAX6MHNHC,Training Game,male,28.0,Somewhat conservative,5,Cor01,0,fake,25 to 34
146,A4E1UYPDHE8D8,Training Video,male,39.0,Somewhat liberal,13,Cor01,1,fake,35 to 49
147,A3G55RJTW3BSGM,Training Video,female,42.0,Somewhat conservative,9,Cor01,0,fake,35 to 49
148,A1506T1PAYRT16,Condition,female,37.0,Very Conservative,8,Cor01,0,fake,35 to 49
149,A353KETOEN0W8T,Training Video,male,37.0,I prefer not to answer,6,Cor01,1,fake,35 to 49
150,A1YH2I4Y2SYAXJ,Training Game,female,56.0,Very liberal,10,Cor01,1,fake,50 and over
151,A2SSYBUT9ZM0G9,Training Video,male,33.0,Somewhat conservative,2,Cor01,0,fake,25 to 34
152,A38DXFI1TZA295,Training Game,male,55.0,Middle of the road,11,Cor01,1,fake,50 and over
153,A2HWLIJP5OVFD5,Condition,female,32.0,Very Conservative,3,Cor01,0,fake,25 to 34
154,AVOF14300525D,Condition,female,58.0,Somewhat conservative,6,Cor01,0,fake,50 and over
155,A2O2Q0LVWOWJ1G,Training Video,female,45.0,Very liberal,7,Cor01,0,fake,35 to 49
156,A2ZBDSR2LZNVAE,Training Game,male,48.0,Somewhat conservative,8,Cor01,0,fake,35 to 49
157,AVXEDARJC5HLU,Condition,male,44.0,Very liberal,10,Cor01,0,fake,35 to 49
158,A36ZKMRJCHF2HX,Training Game,female,33.0,Somewhat conservative,6,Cor01,0,fake,25 to 34
159,A1KGCOR8OXYR72,Condition,male,33.0,Very liberal,10,Cor01,0,fake,25 to 34
160,A1O0B8163G7W0N,Condition,male,33.0,Middle of the road,5,Cor01,0,fake,25 to 34
161,A3RMV9ZGFJ0HHF,Training Video,female,37.0,Somewhat liberal,7,Cor01,1,fake,35 to 49
162,AKVDY8OXNMQED,Training Game,male,67.0,Very Conservative,4,Cor01,0,fake,50 and over
163,A3L3ZFL1NYFTCF,Training Game,female,33.0,I prefer not to answer,4,Cor01,1,fake,25 to 34
164,A1UKZZL7ANOZRZ,Training Video,male,33.0,Somewhat conservative,9,Cor01,1,fake,25 to 34
165,A3OLRWACCCCUTU,Condition,female,54.0,Somewhat liberal,13,Cor01,1,fake,50 and over
166,A2TG7EEQ2XG2IK,Condition,female,47.0,Very liberal,7,Cor01,0,fake,35 to 49
167,A2HOUSKURBF8UA,Condition,male,45.0,Somewhat conservative,13,Cor01,1,fake,35 to 49
168,A35RZ2HKE9VWJ5,Training Game,male,35.0,Somewhat conservative,13,Cor01,0,fake,35 to 49
169,A2J6MMNWUJQUXS,Training Game,female,46.0,Very liberal,5,Cor01,0,fake,35 to 49
170,A2APPZDU0VS9LN,Training Game,female,39.0,Very liberal,7,Cor01,0,fake,35 to 49
171,A2CK0OXMPOR9LE,Condition,male,28.0,Somewhat liberal,8,Cor01,1,fake,25 to 34
172,A13FT8BNX9UUP8,Condition,female,30.0,Very Conservative,8,Cor01,1,fake,25 to 34
173,A3DS5B06ZCD3E3,Training Video,male,43.0,Middle of the road,10,Cor01,0,fake,35 to 49
174,AHEJHFN0VV6E3,Condition,female,44.0,Middle of the road,3,Cor01,0,fake,35 to 49
175,AQD91RFHV1WNE,Condition,male,28.0,Somewhat liberal,4,Cor01,0,fake,25 to 34
176,A16FY9L7QTDNRW,Training Video,male,54.0,Somewhat liberal,7,Cor01,0,fake,50 and over
177,A1AEKMIKKEBZLZ,Condition,male,28.0,Somewhat liberal,14,Cor01,1,fake,25 to 34
178,A26UIS59SY4NM6,Training Game,male,48.0,Very liberal,11,Cor01,0,fake,35 to 49
179,A2CQP9DZSDUC5V,Training Video,female,37.0,Very liberal,10,Cor01,0,fake,35 to 49
180,AW0MG225VXWCN,Condition,male,32.0,Very liberal,9,Cor01,1,fake,25 to 34
181,A1G10UPKNT2YEX,Training Game,male,30.0,Somewhat liberal,3,Cor01,0,fake,25 to 34
182,A11GWWAXRJQ6Y2,Condition,male,25.0,Somewhat liberal,5,Cor01,1,fake,25 to 34
183,A19ED8FYO6CA36,Training Game,male,41.0,Somewhat liberal,11,Cor01,1,fake,35 to 49
184,A1S88VQY8G8CNC,Condition,male,63.0,Middle of the road,9,Cor01,1,fake,50 and over
185,A18LFH7XW61JO9,Training Video,male,30.0,Middle of the road,4,Cor01,1,fake,25 to 34
186,A250V0QRCNR17F,Training Video,female,29.0,Very Conservative,5,Cor01,0,fake,25 to 34
187,A37JENVKZQ56U6,Training Game,male,34.0,Very liberal,10,Cor01,1,fake,25 to 34
188,A1DX8T0U3UTD0R,Training Game,male,38.0,Very Conservative,6,Cor01,1,fake,35 to 49
189,A70L26UXLTGLC,Training Game,male,43.0,Very Conservative,7,Cor01,1,fake,35 to 49
190,A3OOGICWSLXYB0,Condition,female,25.0,Somewhat liberal,5,Cor01,0,fake,25 to 34
191,A1RWNYJA5X25YH,Condition,female,69.0,Somewhat conservative,11,Cor01,0,fake,50 and over
192,A3MS21UJPMHLK0,Training Game,female,36.0,Very liberal,6,Cor01,0,fake,35 to 49
193,A26L91YL0GDGD8,Training Video,female,53.0,Somewhat liberal,6,Cor01,1,fake,50 and over
194,A1ELYVM5GQIBM0,Training Game,male,40.0,Very liberal,7,Cor01,1,fake,35 to 49
195,AOUMYCLO4I993,Training Video,male,35.0,I do not have a political affiliatione,9,Cor01,0,fake,35 to 49
196,A18JA2145UWXG,Condition,male,32.0,Somewhat conservative,8,Cor01,0,fake,25 to 34
197,A144OK7GGOQZKS,Training Game,female,30.0,I do not have a political affiliatione,10,Cor01,0,fake,25 to 34
198,A1FVXS8IM5QYO8,Condition,female,53.0,Very liberal,10,Cor01,1,fake,50 and over
199,A28L1K6D8QUCML,Training Video,female,43.0,Somewhat conservative,9,Cor01,1,fake,35 to 49
200,A2YYQJ3JWA2KGD,Training Game,female,36.0,Very liberal,6,Cor01,0,fake,35 to 49
201,A2ZJS73XSSMRTD,Condition,male,30.0,Somewhat liberal,4,Cor01,0,fake,25 to 34
202,A33VGSEJ44ORMF,Training Game,female,54.0,Middle of the road,10,Cor01,0,fake,50 and over
203,AV5DCU1VH5S34,Condition,female,47.0,Middle of the road,6,Cor01,0,fake,35 to 49
204,A18MC27WTCEBA2,Training Game,male,31.0,Middle of the road,6,Cor01,0,fake,25 to 34
205,AV3GP5YAMSMSL,Training Game,male,29.0,Very liberal,9,Cor01,1,fake,25 to 34
206,A34DWBBWZRLO1X,Training Video,female,58.0,Very liberal,10,Cor01,0,fake,50 and over
207,A1MJHGH55K3O0,Training Game,female,30.0,Very liberal,6,Cor01,0,fake,25 to 34
208,A3U21PUMQ6NGT2,Training Game,female,37.0,Very liberal,12,Cor01,1,fake,35 to 49
209,A3I9XLIHPPWPN1,Training Game,female,55.0,Somewhat liberal,8,Cor01,0,fake,50 and over
210,A1R0689JPSQ3OF,Training Video,male,46.0,Middle of the road,10,Cor01,0,fake,35 to 49
211,A10BH9PYCYUKDJ,Training Video,female,39.0,Very liberal,9,Cor01,0,fake,35 to 49
212,A2LV5432PV1S39,Training Game,male,32.0,Somewhat conservative,8,Cor01,1,fake,25 to 34
213,A2DQPRIY1W73NY,Training Video,male,39.0,Very Conservative,3,Cor01,1,fake,35 to 49
214,AZACNY1H74YWS,Training Video,female,66.0,Somewhat liberal,9,Cor01,1,fake,50 and over
215,A2WNW8A4MOR7T7,Condition,male,54.0,Middle of the road,13,Cor01,1,fake,50 and over
216,A18WKVB9OP0FAR,Training Game,female,48.0,Somewhat liberal,9,Cor01,0,fake,35 to 49
217,A1EI4NMV2EHSIY,Condition,female,49.0,Middle of the road,10,Cor01,0,fake,35 to 49
218,A3QC57KUVJP5EW,Training Game,male,28.0,Somewhat conservative,11,Cor01,1,fake,25 to 34
219,A9U083CH5ATKH,Condition,female,40.0,Middle of the road,10,Cor01,0,fake,35 to 49
220,A2L366NNL1YG5W,Training Video,female,37.0,Somewhat liberal,4,Cor01,0,fake,35 to 49
221,A2JZQHB8N6LS7T,Condition,female,28.0,Very liberal,7,Cor01,0,fake,25 to 34
222,A1V2M2C00I5SWW,Condition,male,41.0,Somewhat liberal,9,Cor01,0,fake,35 to 49
223,A3Q8KB8HOOIUL7,Training Video,female,53.0,Very Conservative,7,Cor01,1,fake,50 and over
224,A2H8GNSEVUJXYL,Condition,male,59.0,Somewhat conservative,11,Cor01,1,fake,50 and over
225,A309BLCQJHQULO,Condition,female,55.0,Very liberal,11,Cor01,0,fake,50 and over
226,A2I71A09DUDQR9,Training Video,female,35.0,Somewhat liberal,11,Cor01,0,fake,35 to 49
227,A2HM35CWB7IIFM,Training Game,female,55.0,Very liberal,5,Cor01,0,fake,50 and over
228,A3CYV47MM7OA6M,Training Game,female,44.0,Very liberal,8,Cor01,0,fake,35 to 49
229,A3O81LHBBI8NPK,Training Video,female,35.0,Middle of the road,8,Cor01,0,fake,35 to 49
230,A37WDOIQH6JM6V,Training Video,female,49.0,Somewhat conservative,10,Cor01,0,fake,35 to 49
231,A1NZFJHVJ9CNTO,Training Game,male,29.0,Very liberal,9,Cor01,1,fake,25 to 34
232,ALML8V38FDV0,Condition,female,54.0,Very liberal,3,Cor01,0,fake,50 and over
233,A2JLNI234KEKKE,Training Video,female,32.0,Somewhat liberal,10,Cor01,0,fake,25 to 34
234,A27PVIL93ZMY46,Condition,female,39.0,Somewhat liberal,10,Cor01,0,fake,35 to 49
235,A3862RIFFUV141,Training Game,male,48.0,Very liberal,8,Cor01,1,fake,35 to 49
236,A14A8J5H98KLO6,Training Game,male,46.0,Middle of the road,9,Cor01,0,fake,35 to 49
237,A1NF6PELRKACS9,Training Video,male,54.0,Middle of the road,8,Cor01,0,fake,50 and over
238,ABQ65VUI4C9RK,Condition,male,45.0,Middle of the road,6,Cor01,0,fake,35 to 49
239,A2JPOXYZM5AJZZ,Training Game,male,46.0,Somewhat liberal,10,Cor01,0,fake,35 to 49
240,A2F0X4LN9N4O4C,Training Video,female,55.0,Middle of the road,4,Cor01,0,fake,50 and over
241,AV3CA0IYNRCCJ,Condition,female,62.0,Middle of the road,10,Cor01,1,fake,50 and over
242,A1MIR0TP081SKT,Training Video,female,30.0,Very liberal,4,Cor01,0,fake,25 to 34
243,A5V3ZMQI0PU3F,Training Video,female,56.0,Somewhat liberal,9,Cor01,1,fake,50 and over
244,A6PPB69C6ZJHN,Training Video,male,32.0,Middle of the road,11,Cor01,1,fake,25 to 34
245,A4T7PYGN1BE2P,Training Game,male,31.0,Middle of the road,9,Cor01,1,fake,25 to 34
246,A1B5SSGMTAQ9B5,Training Game,female,38.0,Somewhat conservative,3,Cor01,0,fake,35 to 49
247,A2J237J8KM3OCS,Training Game,male,38.0,Very liberal,2,Cor01,0,fake,35 to 49
248,A2OJ5XOEKTKRR9,Training Video,male,34.0,Somewhat liberal,7,Cor01,1,fake,25 to 34
249,A28PS7TGEQCFT4,Training Game,male,29.0,Somewhat liberal,3,Cor01,1,fake,25 to 34
250,A3O8ERBO9IG8N4,Condition,male,35.0,Somewhat liberal,3,Cor01,0,fake,35 to 49
251,A1GPZ5REMDQZ0L,Training Game,male,32.0,Somewhat liberal,11,Cor01,1,fake,25 to 34
252,A3VOMP0WOJTB4I,Training Game,female,29.0,Very liberal,2,Cor01,0,fake,25 to 34
253,A2ZX69756WSLQ4,Training Video,male,37.0,I do not have a political affiliatione,4,Cor01,0,fake,35 to 49
254,AM0JKZVOEOTMA,Condition,male,34.0,Middle of the road,6,Cor01,0,fake,25 to 34
255,A2J7L7S9GCPJ8V,Training Video,female,36.0,Middle of the road,6,Cor01,0,fake,35 to 49
256,AAWX7QFQUNM6D,Training Video,male,33.0,Somewhat conservative,4,Cor01,0,fake,25 to 34
257,A3J9EHZQ9PERAX,Training Game,female,59.0,Middle of the road,10,Cor01,0,fake,50 and over
258,A37WXDYYT7RCZ0,Training Video,male,37.0,Somewhat liberal,12,Cor01,0,fake,35 to 49
259,A9WIOFVRSYW3L,Training Game,female,42.0,Somewhat liberal,8,Cor01,0,fake,35 to 49
260,A2EDI66B0KTBEH,Condition,female,48.0,Somewhat conservative,9,Cor01,0,fake,35 to 49
261,A3DZGDF9HCTAOB,Condition,female,50.0,I do not have a political affiliatione,4,Cor01,0,fake,
262,A3GNQDFPZALU92,Training Video,male,32.0,Very liberal,6,Cor01,0,fake,25 to 34
263,A36H3PO6JZD414,Training Game,male,53.0,Somewhat conservative,3,Cor01,0,fake,50 and over
264,AZNIEFUIVB2H0,Training Video,male,51.0,Very liberal,12,Cor01,1,fake,50 and over
265,AM2W23THD4CI7,Condition,female,54.0,Somewhat liberal,6,Cor01,1,fake,50 and over
266,A31XNLA9REVGXL,Condition,female,45.0,Middle of the road,6,Cor01,0,fake,35 to 49
